4898,새삼스럽다, ①한동안 잊었던 것이 다시 생각나 새롭다. ②지난 일을 공연히 다시 들추어내는 느낌이 있다.
4899,새새거리다, 실없이 까불며 자꾸 웃다.
4900,새수나다, ①갑자기 좋은 수가 생기다. ②뜻밖에 재물이 생기다.
4901,새수못하다, 손을 대지 못하다.(dare not)
4902,새실새실, 까불며 웃는 모양.
4903,새척지근하다, 음식이 쉬어서 신맛이 약간 나다. < 시척지근하다. (준)새치근하다.
4904,새청, 날카로운 목소리. 새된 목소리.(sharp voice)
4905,새치, 젊은 사람의 머리에 섞여 난 흰 털.
4906,새치근하다, 새척지근하다(준말).
4907,새치름하다, 시치미를 떼고 짐짓 태연한 기색을 꾸미다. < 시치름하다. (준)새침하다.
4908,새치부리다, 몹시 사양하는 체하다.
4909,새침데기, 새침한 태도를 가진 사람.
4910,새침하다, 새치름하다(준말).
4911,새콤하다, 새곰하다(거센말).
4912,새큰하다, 새근하다(거센말).
4913,새큼하다, 새금하다(거센말).
4914,새퉁빠지다, 매우 새퉁스럽다. 
4915,새퉁스럽다, 어이 없이 새삼스럽다.
4916,새퉁이, 괴상하고 요망스러운 짓. 또는 그 사람.
4917,색책, 겉으로 책임을 얼버무림. 
4918,색체, 화색이 없음. 또는 그 얼굴.
4919,색출, 뒤져서 찾아냄.
4920,색태, ①여자의 곱고 아름다운 태도. ②색깔의 맵시.
4921,색향, 아름다운 여자가 많이 나거나 모이는 고을.
4922,색향, ①꽃의 색과 향기. ②얼굴의 아름다움.
4923,색황, 여색에 빠져 타락하는 일. 색을 함부로 쓰는 일.
4924,쌘, 흔한. ¶그 쌘 물건 가운데 하필 그런 것을 고르느냐?
4925,샌님, ①생원님(준말) ②얌전하기만 하고 고집 세고 소견이 좁은 사람.
4926,샐그러뜨리다, 샐그러지게 하다. < 실그러뜨리다. (센)쌜그러뜨리다.
4927,샐그러지다, 한쪽으로 기울어서 배뚤어지거나 갸울어지다. < 실그러지다. (센)쌜그러지다.
4928,샐긋거리다, 샐그러질 듯이 자꾸 움직이다. < 실긋거리다. (부)샐긋샐긋.
4929,샐긋하다, 바로 생긴 물건이 한쪽으로 조금 기울어져 있다. < 실긋하다. (센)쌜긋하다.
4930,샐기죽, 조금 샐그러지는 모양.
4931,샐기죽거리다, 샐그러져 잇달아 천천히 움직이다.(wobble) < 실기죽거리다. 
4932,샐녘, 날이 새려는 무렵.(dawn)
4933,샐쭉하다, ①싫은 생각이 나서 얼굴을 한쪽으로 걀쭉하게 샐그러뜨리다. ②물건의 각도가 변하도록 움직이다. ③마음이 내키지 않고 조금 싫어하는 태도가 있다. < 실쭉하다. (부)샐쭉샐쭉.
4934,샘바르다, 샘하는 마음이 많이 있다.(be jealous)
4935,샛눈, 감은 듯하면서 살짝 뜨고 보는 눈.
4936,쌨다, 많고 퍽 흔하다.(superabundant) ¶그런 것쯤은 우리 집에도 쌨다.
4937,생가슴, 근심 걱정으로 상하는 마음 속.
4938,생가슴 앓다, 공연히 속을 태우다. 공연한 가슴을 앓다. 
4939,생걱정, 대수롭지 않은 것을 가지고 공연히 걱정을 함.
4940,생게망게하다, 터무니가 없어서 생각할 수가 없다.
4941,생경, 두 사람 사이에 불화가 생김.
4942,생경지폐, 양자간에 생긴 불화(不和)로 말미암은 폐단.
4943,생경, ①세상의 사정에 통하지 않고 완고(頑固)함. ②익지 아니하여 딱딱함. ③시문(詩文) 등이 세련되지 못함.
4944,생곡, ①익히지 않은 곡식. ②곡식이 남.
4945,생과, 생과실.
4946,생광, ①영광스럽고 보람이 있음. 낯이 남. 생색.(honour) ②아쉬운 일을 피하게 해 줌.(stop-gap relief)
4947,생군, = 생무지(生無知).
4948,생그레, 소리 없이 지그시 눈만 움직여 웃는 모양. < 싱그레. (센)쌩그레.
4949,생글거리다, 소리 없이 연해 정답게 눈웃음치다.(smile) < 싱글거리다. (부)생글생글. 
4950,생글뱅글, 생글거리면서 뱅글거리는 모양. < 싱글벙글.
4951,생금, 산 채로 잡음.(capture)
4952,생급스럽다, ①갑자기 뜻밖의 짓을 하는 성격이 있다.(reckless) ②엉뚱한 말을 끄집어 내 는 버릇이 있다.(impertinent)
4953,생긋, 소리 없이 눈만 조금 움직이어 정답게 얼핏 웃는 모양 < 싱긋 (부)생긋이. 생긋생긋.(자)생긋거리다.
4954,생긋뱅긋, 생긋거리면서 뱅긋거리는 모양.(chuckling) < 싱긋벙긋.
4955,생기, 싱싱하고 힘찬 기운.(vitality)
4956,생기론," <생>생물에는 무생물에서 볼 수 없는 힘, 물리적 내지 화학적 법칙으로는 도저히 설명할 수 없는 초경험적(超經驗的)인 힘이 있다 하고 이것이 없이는 생명의 근본적 설명은 불가능하다는 설. 생기설(生氣說).(vitalism) <-> 기계론."
4957,생기 발랄, 생기 있고 발랄함.(vitality)
4958,생기설," <철>이 우주에는 물리 화학적 법칙 외에 일종의 생명력이 있어, 이 생명력 의 운동으로 우주는 유지, 창조, 전환된다고 하는 학설. 생기론. 활력설."
4959,생기, 생겨남. 일어남. 발생. 야기(惹起). -> 생기다.
4960,생기다, ①없던 것이 있게 되다.(come into being) ¶아이가 생기다. ②제 손에 들어오다.(come into one's possession) ¶책이 한 권 생기다. ③일어나다.(occur) ¶탈이 생기다.   ④어떠하게 보이다.(look) ¶예쁘게 생기다.
4961,생김새, 생긴 모양.
4962,생김생김, 생긴 모양새.
4963,생김치, 날김치. 풋김치.
4964,생나무, ①벤 뒤에 아직 마르지 않은 나무. 물통 나무. 생목. ②살아 있는 나무.
4965,생남, 아들을 낳음. 생자(生子). 득남. <-> 생녀(生女).
4966,생녀, 딸을 낳음. 득녀(得女). <-> 생남(生男).
4967,생니, 아프거나 병들지 아니한 이.(healthy tooth) ¶생니를 빼다.
4968,생딱지, 헌데의 아직 덜 나은 딱지.(scar)
4969,생딴전, 생판으로 하는 딴 짓.(irrelevant act)
4970,생담배, 피우지도 않으면서 공연히 태우거나 저절로 타고 있는 담배.(live butt) ¶생담배를 태우다.
4971,생땅, 한 번도 갈거나 파 보지 않은 채 그대로 있는 굳은 땅. 생지(生地). 
4972,생때 같다, 몸이 튼튼하여 통 병이 없다.(robust)
4973,생떼, 생떼거리(준말).
4974,생떼쓰다, 생떼거리 쓰다.
4975,생떼거리, 당치 않은 일을 억지로 하려는 고집. (준)생떼.
4976,생떼거리 쓰다, 당치 않은 일을 억지로 하려고 떼를 쓰다. (준)생떼쓰다.
4977,생도, = 생계(生計).
4978,생돈, 쓸데 없이 공연히 쓰는 돈. ¶생돈을 쓰다.
4979,생동, ①살아 생기 있게 움직임. ②그림이나 글씨가 썩 잘되어 살아 있음.
4980,생동생동하다, 기운이 꺾이지 않고 본디의 기운이 아직도 남아 있다. < 싱둥싱둥하다.
4981,생되다, 일에 익지 않아 서투르다.
4982,생득, 나면서부터 가짐. 타고남.
4983,생득 관념, <철>=본유 관념(本有觀念).
4984,생래, 세상에 태어난 이래.
4985,생랭, 날것과 찬것.
4986,생랭지물, 찬것과 날것. 생랭.
4987,생략, 간단하게 덜어서 줄임.(omission)
4988,생략법," <문>문장을 간결하게 하여 여운, 암시를 남기는 수사법의 하나.(ellipsis)"
4989,생량, 가을이 되어 서늘한 기운이 생김.
4990,생량머리, 가을이 되어 서늘하여질 무렵.(early autumn)
4991,생력," 힘을 덞. 기계화, 공업화 따위로 작업 시간과 노력을 덞."
4992,생력군, 기운과 힘이 펄펄한 사람.(energetic fellow)
4993,생령, ①= 생명(生命). ②= 생민(生民).
4994,생로, = 생계(生計).
4995,생로병사, <불>남과 늙음과 병남과 죽음의 인생의 네 가지 고통. 사고(四苦).
4996,생률, ①날밤. ②흔히 잔치나 제사 때에 나부죽하게 쳐서 깎은 날밤.
4997,생률치다, 날밤의 껍질을 벗기고 나부죽하게 쳐서 보늬를 깎다.
4998,생리, ①생존(生存)의 길. ②생활의 원리(原理). ③<생>생물의 생명 현상(生命現象).    ④<생>생리학(生理學)(준말). ⑤월경(月經).
4999,생리 작용," <생>생물의 생활하는 작용. 곧 혈액 순환, 호흡, 소화, 배설, 생식 따위의 모든 작용의 통칭."
5000,생리적 분업, <생>생물의 각 기관이 분업적으로 활동함으로써 생물체를 유지 발달시키는 일.
5001,생리, 이익이 나게 함.
5002,생리 사별, 살아서 서로 떨어져 있다가 죽어서 아주 헤어짐.
5003,생마, 길이 들지 않은 말.
5004,생마 새끼, ①아직 길이 들지 않은 망아지. ②본데가 없이 예의를 모르는 사람의 비유.(rude person)
5005,생마, 삶지 않은 삼.(raw hemp)
5006,생매, 산 생물을 그냥 땅속에 묻음.
5007,생매장, 사람을 산 채로 매장함.
5008,생머리, <제>새앙머리(준말).
5009,생먹다, ①남이 이르는 말을 듣지 아니하다.(disobey) ②모르는 체하다.(ignore) ¶아따 자네는 생먹는 판인가? 
5010,생면, 처음으로 만나 봄. 또는 그 사람.(first meeting) <-> 숙면(熟面).
5011,생면 강산, ①세상에 나서 처음 보는 강산.(new scenery) ②난생 처음으로 보고 듣는 일을 이르는 말.
5012,생면 대책, 사실을 모르고 건성으로 남을 책망하는 일.
5013,생면 부지, 한 번도 만나 본 일이 없어 도무지 모르는 사람.(total stranger)
5014,생면목, 처음으로 대해 보는 얼굴.
5015,생멸, <불>모든 물체의 생김과 없어짐.(birth and death)
5016,생명," ①목숨. ②생물 또는 사물의 존립(存立), 유지(維持)의 원동력(原動力).(life)③사물의 중요한 부분.(soul)"
5017,생명감, 한 작품이 생생하게 살아 있는 것처럼 느껴지는 예술적 매력.
5018,생명권, <법>생명이 불법(不法)으로 인하여 해를 입지 않게 하는 생명 보호에 관한 권리.
5019,생명력, 살아가는 원동력이 되는 힘.(vitality)
5020,생명록, <예>신도의 명부.(list of the congregation)
5021,생명선, ①사활(死活)의 경계선.(life line) ②생존하기 위하여 기필코 지녀야 할 한계.
5022,생명소, 생명을 유지하는 데 필요한 요소.
5023,생명수, 생명을 유지하는 데 꼭 필요한 물.
5024,생명수," <종>①생명의 원천, 세계의 중심, 또는 인류의 발상지로서의 나무. 북 유 럽, 중동, 인도 등지의 민간 신앙, 신화 등에 나타남. 세계수(世界樹). ②<가>,<예> = 선악과 (善惡果) 나무."
5025,생명점," <생>호흡 중추, 심장 중추가 존재하는 연수(延髓)의 한 점. 이 곳을 바늘 로 찌르면 죽음."
5026,생명 철학, = 생의 철학.
5027,생명형, = 사형(死刑).
5028,생목 1, 다시 입으로 올라오는 삭지 아니한 음식물. ¶생목 오르다.
5029,생목숨, ①살아 있는 목숨.(living soul) ¶생목숨을 끊다. ②생사람의 목숨.
5030,생몰, 태어남과 죽음. 생졸(生卒).
5031,생무지, 손을 대지 않은 채로 있는 곳.
5032,생무지, 그 일에 도무지 익숙하지 못한 사람. 생수. 생재기.
5033,생민, 백성. 국민. 민생. 생령(生靈).(people)
5034,생밀, 정제하지 않은 꿀.
5035,생박, 사로잡아 묶음.
5036,생반, <불>식사 때 먹기 전에 조금 떠내는 밥.
5037,생배 앓다, ①공연히 생으로 배를 앓다. ②남이 잘 되는 것을 시기하다.(sick with envy)
5038,생벼락, ①아무 죄도 없이 맞는 벼락. ¶생벼락을 맞다. ②아무런 잘못 없이 뜻밖에 당하는 재앙.
5039,생변 사변, 죽었다 살았다 함. 몇 번이고 죽었다 살아남.
5040,생별, 생이별(生離別)(준말).
5041,생병, 무리한 일을 하거나 생각한 관계로 생긴 병.
5042,생부모, 본생부모(本生父母)(준말).
5043,생불, <불>덕행이 높은 중. 몸 그대로 부처가 되었다는 뜻.(living Buddha)
5044,생불 불이, <불>생불 일여(生佛一如).
5045,생불 일여, <불>중생(衆生)과 제불(諸佛)이 그 천성(天性)에 있어 같다는 뜻. 사 람은 수양 여하에 따라 성불할 수 있다는 말.
5046,생불여사, 삶이 죽음만 같지 못하다는 뜻으로 몹시 곤란을 당하고 있음의 비유.(living death)
5047,생비, 비용을 절약함.(cutting expenses)
5048,생사, ①삶과 죽음. 죽살이.(life and death) ②<불>모든 생물이 과거의 업의 결과로 개체를 이루었다가 다시 해체되는 일.
5049,생사 가판, 사느냐 죽느냐를 가히 판단할 수 있음. 사생 가판.
5050,생사경, 사느냐 죽느냐의 위급한 경지.
5051,생사 관두, = 사생 관두(死生關頭).
5052,생사 대해, <불>인간의 생로병사(生老病死)하는 모든 현상.
5053,생사 입판, 살고 죽는 것이 당장에 판명됨.
5054,생사 존망, 살아 있음과 죽어 없어짐. 생사 존몰(生死存歿).(life and death)
5055,생사, 생명주실.(raw silk) <-> 연사(練絲).
5056,생사람, ①아무 허물이 없는 사람.(innocent person) ¶진범은 못 잡고 생사람만 잡아 다가 고생시킨다. ②아무 관계 없는 사람.(outsider) ③생때 같은 사람.(vigorous person)
5057,생사탕, 날 뱀을 달인 탕.
5058,생살, ①새 살.(new skin) ②산 몸뚱이에서 다치지 않아 아무런 흠집이 없는 살.(healthy flesh) ¶생살을 다치다.
5059,생살, 살리는 일과 죽이는 일. 활살.
5060,생살권, 살리고 죽이고 하는 권리. 생살지권.
5061,생살 여탈, 살리고 죽이고 주고 빼앗음.(power of life and death)
5062,생살지권, = 생살권.
5063,생색, = 생광(生光).
5064,생색 내다, 자기의 낯을 지나치게 드러내다.
5065,생생 발전, 끊임없이 힘차게 발전함.
5066,생생이, 노름판 따위에서 돈을 속여 빼앗는 짓.
5067,생생이판, 생생이를 하는 판.
5068,생생지리, 모든 생물이 생식하는 자연의 이치.
5069,생생하다, ①축나거나 썩지 않고 본디 그대로의 생기를 가지고 있다.(vivid) ②원기 가 왕성하다. < 싱싱하다.
5070,쌩쌩하다, 생생하다(센말).
5071,생생 화육, 만물을 육성하여 우주를 경영함.
5072,생선, 말리거나 절이지 않은 잡은 그대로의 물고기. 생어(生魚). 선어(鮮魚).
5073,생성, 사물이 생겨남.(creation)
5074,생세지락, 세상에 나서 살아가는 재미.
5075,생소, ①친하지 못함. 낯이 섦.(unfamiliarity) ②서투름.(unskillfulness)
5076,생소리, 이치에 맞지 아니한 생판 엉뚱한 말.(nonsense)
5077,생손, = 생안손.(sore finger)
5078,생솔, = 생소나무.
5079,생수, 샘구멍에서 나오는 물.(fresh water)
5080,생숙, ①날것과 익은 것. ②서투름과 익숙함.
5081,생시, ①태어난 시간(時間).(birth hour) ②잠자지 않는 동안.(waking hours) ③살아 있는 동안.(lifetime)
5082,생식, 식물을 날것으로 먹음. <-> 화식(火食).
5083,생신 1, 생생하고 새로움.(freshness)
5084,생신 2, 종기(腫氣)나 상처에서 새 살이 돋아남.
5085,생신, 생일(生日)(높임말).
5086,생신 차례, 죽은 이의 생신에 지내는 차례.
5087,생심, 하려는 생각을 냄. 또는 그 생각. 생의(生意).(intention)
5088,생안발, 발가락 끝에 나는 종기.(sore toe)
5089,생안손, 손가락 끝에 나는 종기.(sore finger)
5090,생애, 일생의 동안. 또는 그 동안의 한 때.(life)
5091,생야단, ①공연히 야단스럽게 구는 일. ②공연히 야단스럽게 꾸짖는 일. ③몹시 곤란하게 된 일.
5092,생약, <한>식물성의 초재(草材).
5093,생양, 키워 기름.
5094,생어, ①죽지 않은 물고기.(live fish) ②생선.
5095,생억지, 생판으로 쓰는 억지.(stubornness)
5096,생업, 먹고 살아 가려고 하는 직업.(occupation)
5097,생영, 삶을 누림.(living)
5098,생왕, 자유로이 삶.(living freely)
5099,생외, 아직 익지 않은 오이나 참외.
5100,생욕, 공연히 당하는 욕.
5101,생육, 날고기.
5102,생육, 낳아서 기름.
5103,생으로, 날것으로 그냥. 그 상태대로 무리한 정도로.
5104,생의, = 생심(生心).
5105,생의 철학哲學), <철>19세기 후반부터 20세기 초두에 걸친 철학의 한 흐름. 산 생명의 현실 속에서 진실을 찾으려는 철학. 생명 철학.(life philosophy)
5106,생이별, 살아 있는 부부끼리 하는 이별. (준)생별(生別).
5107,생이지지, 배우지 아니하고도 스스로 깨달아 앎.
5108,생이질, 뜻밖의 방해.(unexpected disturbance)
5109,생인, 사물이나 현상이 발생한 원인. 
5110,생입, 쓸데없이 놀리는 입.
5111,생짜, ①날것 그대로의 것. ②충분히 익지 않은 것. ③나무 따위가 마르거나 시들지 않은 것. ④연공(年功)이 없으며 익숙하지 못한 사람.(greenhorn)
5112,생자, ①산 사람.(living person) ②<불>생명 있는 모든 것.(living beings)
5113,생자 필멸," <불>생명이 있는 것은 이름과 늦음의 차는 있어도, 반드시 죽음을 이 르는 말.(Man is mortal.)"
5114,생자, = 생남(生男).
5115,생자리, 손을 대어 건드려 보지 아니한 자리.(new mat)
5116,생장, 나서 자람.(growth)
5117,생장 운동," 식물이 자라나는 운동. 줄기의 향일성(向日性), 배지성(背地性), 뿌 리의 향지성(向地性), 향습성(向濕性) 따위."
5118,생장, 산 채로 묻음. 생매(生埋).
5119,생장작, 마르지 아니한 장작.
5120,생재, 재물을 늘임.(accumulation of property)
5121,생재지방, 살아 나갈 방도. 생재(生財)하는 방법.
5122,생재," 잘못하여 허물을 저지름으로써 생긴 재앙.(An ill life, an ill end.)"
5123,생재기," ①종이, 피륙 따위의 성한 곳. ②= 생무지(生無知)."
5124,생전, 살아 있는 동안. 죽기 전.(lifetime) <-> 사후(死後).
5125,생정불신, 공교롭게도 좋지 못한 시대에 태어남.
5126,생젖, ①= 생유(生乳). ②억지로 일찍 떼는 젖. ¶생젖 떼다.
5127,생존, 살아 있음.(existence)
5128,생존 경쟁, <사>모든 생물이 자기의 생명을 지키려고 남보다 먼저 생활 수단을 서로 획득하려는 노력. 이 결과로 적격자는 생존하고 부적자(不適者)는 도태됨.(struggle of existence).
5129,생존권, <사>생명을 보지할 권리. 건강하고 문화적인 최소 한도의 생활을 영위할 권리.(right to live)
5130,생졸년, 태어난 해와 죽은 해.
5131,생죽음," 제 명대로 살지 못하고 죽음. 횡사(橫死), 자살(自殺), 타살(他殺) 따위.(violent death)"
5132,생중, 정신이 맑은 보통 때.
5133,생즙, 과실 같은 식물을 짓찧어서 짜낸 액체.(raw juice)
5134,생지, ①= 생명. ②생소한 땅. ③출생한 땅. ④살아 돌아올 수 있는 곳을 사지(死地) 에 상대하여 이르는 말.
5135,생지주의, <법>출생에 의한 국적 취득에 관한 주의. 곧 자기 나라 영토 안에서 출생한 자에게 그 국적을 부여하는 주의. 출생지주의. 속지주의.
5136,생지, 삼지(三知)의 하나. 나면서부터 도를 앎.
5137,생지, 아무 가공도 하지 아니한 뜬 채로의 종이.
5138,생지 살지, 살리고 죽임을 마음대로 함.
5139,생지 안행," 천성이 총명하고 도의에 통하며, 편안한 마음으로 도를 행함."
5140,생지옥, 마치 지옥과 같이 처참할 정도로 살아 가기가 아주 괴롭고 고통스러운 곳. 또는 그런 상태. 산지옥.(hell on earth)
5141,생진, = 생신(生辰). 
5142,생질, 누이의 아들.(nephew)
5143,생채, 날로 만든 나물.
5144,생채, 생생한 빛이나 기운.(vividness)
5145,생채기, 할퀴어 생긴 작은 상처.(scratch)
5146,생청, 생판으로 쓰는 억지와 떼.
5147,생청붙이다, 모순된 말을 하다.(contradict oneself)
5148,생청스럽다, 생청붙이는 데가 있다.
5149,생청, 벌의 꿀통에서 그냥 떠낸 꿀.
5150,생체, ①살아 있는 몸.(living body) ②생물의 몸.
5151,생초, 살아 있거나 마르지 아니한 풀. <-> 건초(乾草).
5152,생초목, 살아 있는 풀과 나무.(green plants)
5153,생초상, 변고로 제 명을 다 살지 못한 사람의 초상.
5154,생축, <불>살아 있는 사람의 복을 비는 일.
5155,생치, 익히지 않은 꿩.
5156,생탈, 고의로 만들어 낸 탈.(deliberately caused trouble).
5157,생태, 생활하여 가는 상태.
5158,생태 변화, <생>생물이 환경에 좇아서 생태를 바꾸는 일(ecological adaptation)
5159,생태학," 생물과 외계(外界)와의 관계, 곧 생물이 외위(外圍)의 영향에 의하여 그 형태, 생태 및 분포를 어떻게 하는가를 연구하는 생물학의 일부분.(ecology)"
5160,생트집, 까닭 없이 공연히 부리는 트집.
5161,생파리, ①남이 말을 붙일 수도 없게 성미가 뾰롱뾰롱한 사람을 농조로 일컫는 말.(unsoci-able person) ②생기가 있고 팔팔한 파리.
5162,생판, 전혀 모름. 사실이 없음. 백지(白地).(complete ignorance) (부)전혀 생소하게. 얼토당토 않은 말이나 짓으로 무리하게.(unreasonably)
5163,생폐, 폐단이 생김.(causing trouble)
5164,생포, ①산 채로 잡음.(capture) ②포로(捕虜).(prisoner)
5165,생피, 무두질하지 아니한 동물의 가죽. 날가죽.(hide)
5166,생핀잔, 아무 까닭이 없는 핀잔.
5167,생혈, 혈관에서 터져 나온 지 얼마 되지 않는 생생한 피.
5168,생호령, 아무 까닭 없이 괜히 하는 호령. 가호령.
5169,생혼, <가>생물의 생활하여 나가는 힘.(spirit)
5170,생혼나다, 뜻밖에 몹시 혼나다.
5171,생화, 먹고 살아 나가기 위하여 벌이하는 일.
5172,생화, 산 나무나 풀에서 꺾은 싱싱한 꽃.(natural flower) <-> 조화(造花).
5173,생화학, <생>= 생물 화학(生物化學).
5174,생환, ①살아서 돌아옴.(returning alive) ②<체>야구에서 주자(走者)가 본루(本壘) 에 돌아와 한 점을 얻는 일.(home-in)
5175,생활, ①살아나감.(living) ②살림을 함.
5176,생활고, 생활에 있어서의 온갖 어려움과 고생.(hardships in living)
5177,생회, 생석회(生石灰)(준말).
5178,생획," 글자를 쓸 때, 획을 줄임."
5179,생후, 난 후.(after birth)
5180,생흔, 서로의 사이에 틈이 생김.
5181,서가, 글씨에 능숙한 사람.(calligrapher)
5182,서가, 책을 꽂아 두는 시렁.(bookshelf)
5183,서가, ①서사(序詞)를 붙인 노래. ②서(序)에 대신하는 노래.
5184,서가, 서자 계통의 집. 서류(庶流)의 집. <-> 적가(嫡家).
5185,서까래, <건>마룻대에서 도리 또는 보에 걸쳐 처마 끝까지 건너지른 통나무. 연목(椽木).(rafter)
5186,서각, ①서가(書架). ②서재(書齋).
5187,서각, 뒷간.
5188,서간, 편지.
5189,서간 충비, 쥐의 간과 벌레의 발. 곧 하찮은 것의 비유.(trifles)
5190,서감, 여름 감기.(cold)
5191,서거, 사거(死去)(높임말).
5192,서걱거리다, 연한 과자나 과실을 씹는 것과 같은 소리가 나다.(be crisp) > 사각거리다. (센)써걱거리다. (부)서걱서걱.
5193,써걱거리다, 서걱거리다(센말).
5194,서껀, 여럿 가운데 섞여 있음을 나타내는 조사.(and so on) ¶사과서껀 많이 먹었다.
5195,서고, 더위로 말미암은 괴로움. <-> 한고(寒苦).
5196,서광, ①날이 밝으려고 먼동이 트는 빛. 신광(晨光).(dawn) ②일의 전도에 보이는 기대나 희망.(prospects)
5197,서광, ①상서로운 빛.(auspicious sign) ②길한 일의 조짐. 상광(祥光).(good omen)
5198,서권, = 서책(書冊).
5199,서권기, 글씨나 책이 사람의 마음을 이끄는 기운.
5200,서궤, = 책상(冊床).
5201,서궤, ①책을 넣어 두는 궤짝. ②아는 것이 많은 사람을 비유로 이르는 말.
5202,서귀다, ①서로 바꾸다. ②서로 달리하다.
5203,서그러지다, 마음이 너그럽고 성질이 서글서글해지다.
5204,서그럽다, 성질이 너그럽고 서글서글하다.
5205,서근서근하다, ①성질이 부드럽고 친절하며 시원스럽다.(generous) ②배나 사과처럼 씹기에 연하다.(crisp) > 사근사근하다.
5206,서글서글하다, 성질이 너그럽고 부드럽다. 어글어글하다.(generous and gentle)
5207,서글프다, ①허전하고 슬프다.(sad) ②섭섭하고 언짢다.(melancholy) ③비참하다.(misera-ble) ④마음 풀 길도 없고 괴롭다.
5208,서글피, 서글프게.
5209,서기, 서력 기원(西曆紀元)(준말).
5210,서기, 복스럽고 길한 조짐의 기운.
5211,서기, 더운 기운. <-> 한기(寒氣).
5212,서기, = 거의.
5213,서기지망, 거의 될 듯한 희망.
5214,서기발, 서문(序文)과 본문(本文)과 발문(跋文)의 총칭.
5215,서낙하다, 장난이 심하고 그악스럽다.(mischievous)
5216,서덜, ①강가에 돌이 많은 곳. ②생선의 살을 발라 낸 나머지. ③서대기.
5217,서도, 글씨와 그림.(letter and picture)
5218,서도, 글씨를 쓰는 법을 배우는 길.(calligraphy)
5219,서독, = 편지.
5220,서독, 더위의 독기(毒氣).
5221,서동부언, 거짓말을 퍼뜨려 인심을 선동함.
5222,서두, 글의 첫머리.(beginning)
5223,서두, 어떤 차례의 첫머리.
5224,서두르다, 일을 급히 해치우려고 바쁘게 움직이다.(make haste) (준)서둘다.
5225,서둘다, 서두르다(준말).
5226,서등, 글 읽을 때 켜놓는 등불.
5227,서량, 용서하고 양해함.(pardon)
5228,서력, 예수가 탄생한 해를 기원(紀元)으로 한 서양의 책력.(Western Calendar)
5229,서력 기원, 서력으로써 연대(年代)를 헤아리는 데 쓰는 기원. 기독 기원. (Christian Era) (준)서기(西紀).
5230,서력, 금전상의 옹색한 고비에서 벗어나 힘을 폄.
5231,서로치기, 똑같은 일을 서로 바꾸어 하여 주기.
5232,서로, 서민(庶民) 가운데 나이가 70 이상 된 노인.
5233,서록, = 기록.
5234,서론, ①서적에 쓰인 의론. ②서법(書法)에 대한 의론.
5235,서론, 본론의 머리말이 되는 논설(論說). 서론(緖論). 서설(序說).(introduction)
5236,서론, = 서론(序論).
5237,서름하다, ①남과 가까이 하지 않다. ②사물에 익숙하지 못하다. (형)서름서름하다.
5238,서릊다, ①좋지 못한 것을 없애다.(throw out) ②설겆다.(do dishes)
5239,서리1," ①<지>대개 맑고 바람이 없는 밤 기온이 빙점 이하로 내렸을 때, 공중의 수증기가 지물(地物)의 표면에 닿아서 잔 얼음으로 엉긴 것. ②흰 머리카락. "
5240,서리꽃, 유리창 등에 서린 수증기가 꽃처럼 엉겨서 이룬 무늬.
5241,서리 맞다, ①서리를 맞다. ②기운이 없어지다. ③일이 망치어지다.(be frustrated)
5242,서리병아리, ①이른 가을에 깬 병아리. ②힘없이 추레한 것의 비유.
5243,서릿바람, 서리 내린 아침의 쌀쌀한 바람.(frosty wind)
5244,서릿발, ①서리가 엉기어 성에처럼 된 현상. ②대단히 엄한 것의 비유.
5245,서릿발치다, ①서릿발을 이루다. ②기세가 당당하고 엄하다. ¶군율이 서릿발치듯 하다.
5246,서리2, 여럿이 주인 몰래 훔쳐다 먹는 장난. ¶콩서리. 수박서리.
5247,서리3, 무엇이 많이 모여 있는 그 사이.(mass) ¶사람 서리. 나무 서리.
5248,서리, 직무를 대리함. 또는 대리하는 사람.(deputy official)
5249,서리, 퍽 단단하고 날카로움.(keenness)
5250,서리, 더위를 먹어서 설사가 나는 일. 열리.
5251,서리, 나라가 망하여 궁궐 있던 자리에 기장이 익어 늘어진 기막힌 일에 대한 쓸쓸한 광경.
5252,서리지탄, 세상의 영고 성쇠에 대한 탄식.
5253,서리다1, ①김이 엉기어 축축하다. ②기가 꺾이다. 
5254,서리다2, 국수나 새끼 따위를 둥그렇게 포개어 감다.(coil) > 사리다.
5255,서리서리, 여기저기 서려 놓는 모양. 또는 서려 있는 모양. > 사리사리.
5256,서림,= 서점(書店).
5257,서막, ①연극 따위에서 처음 여는 막. ②일의 처음 시작의 비유.
5258,서머하다, 면목이 없다. (형)서머서머하다.
5259,서먹하다, 익숙하지 않은 곳에 가서 불안을 느끼다.(awkward) (형)서먹서먹하다.
5260,서배, 쥐새끼 같이 하찮은 무리.
5261,서벅거리다, ①연한 배나 사과 따위를 씹는 것과 같은 소리가 자꾸 나다.(crunch) ②모래밭 을 걸어가는 것 같은 소리가 나다. > 사박거리다. (부)서벅서벅.
5262,서벅돌, 서벅서벅하는 무른 돌.
5263,서벅서벅하다," 바람 든 무우나 사과, 배 따위의 몸이 물기가 적고 퍼석퍼석하다."
5264,서벽, 글 읽기를 좋아하는 버릇.
5265,서보, 천천히 걷는 걸음.
5266,서부렁섭적, 쉽사리 슬쩍 뛰어 건너거나 올라서는 모양. > 사부랑삽작.
